Activation Method,Armed Actors/ Security Personnel Casualties Total,Armed Actors/ Security Personnel Injured,Armed Actors/ Security Personnel Killed,Boys,Children,Civilian Casualties Total,Civilians Injured,Civilians Killed,Country,Date,Description,Girls,Launch Method,Location,Perpetrator Group Name,Perpetrator Status,Populated Area,Target,Weapon Type,Women
Suicide Attack,1,0,1,0,0,52,37,15,Pakistan,11-03-2012,Attack on funeral kills 15,0,IED,Public Gathering,Unknown,Unknown,Yes,State (unarmed),Non-specific IED,0
Suicide Attack,4,3,1,0,0,0,0,0,Pakistan,15-03-2012,Senior police official killed when car targeted in IED attack ,0,IED,Road,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Remote Detonation,9,3,6,0,0,0,0,0,Pakistan,14-03-2012,Six militiamen killed by remote-controlled bomb,0,IED,Village,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,9,15,2,13,Afghanistan,15-03-2012,Four women and nine children among the victims of roadside bomb,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,4
Suicide Attack,3,2,1,0,2,8,6,2,Afghanistan,22-03-2012,Two children killed when man detonates explosives at police checkpoint,0,IED,Police Station,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,10,6,4,0,0,5,3,2,Pakistan,23-03-2012,Six killed when bomb detonates outside militia headquarters,0,IED,Armed Base,Pakistani Taliban,Non-State Actors,Unclear,Armed Groups,Non-specific IED,0
Remote Detonation,1,0,1,0,0,0,0,0,Syria,23-03-2012,Army engineer killed by a remote-control IED under a bridge,0,IED,Transport Related Infrastructure,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,2,0,2,0,0,109,100,9,Syria,22-03-2012,One man killed in shelling and gunfire,0,IED,Town Centre,Unknown,Unknown,Yes,State (armed),Car Bomb,0
Suicide Attack,2,0,2,0,0,0,0,0,Nigeria,24-03-2012,Two people killed by car bomb detonated during gun battle,0,IED,Armed Base,Unknown,Unknown,No,Not Reported,Car Bomb,0
Remote Detonation,9,1,8,0,0,1,0,1,Afghanistan,24-03-2012,Nine killed including a translator while trying to defuse an IED,0,IED,Village,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,40,25,15,0,0,0,0,0,India,27-03-2012,15 killed by 40kg IED planted to target security personnel vehicle,0,IED,Road,Naxals (CPI),Non-State Actors,No,State (armed),Roadside Bomb,0
Remote Detonation,1,0,1,0,0,1,0,1,Russia,23-03-2012,Imam and police guard die from multiple wounds caused by remote-controlled IED,0,IED,Road,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,2,2,0,0,0,2,1,1,Thailand,14-03-2012,Civilian killed by 5kg bomb targeting soldiers,0,IED,Road,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Timed Detonation,0,0,0,0,0,3,3,0,Pakistan,27-03-2012,Three civilians receive minor injuries from small IED outside house of local businessman,0,IED,Urban Residential,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Victim-activated,3,2,1,0,0,0,0,0,Afghanistan,27-03-2012,Afghan soldier killed in explosion during visit from counter-narcotics officials,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,5,4,1,0,1,1,1,0,Afghanistan,26-03-2012,Australian aid worker among five people severely wounded in attack targeting NATO ISAF convoy,0,IED,Road,Taliban,Non-State Actors,Unclear,International Actor (armed),Non-specific IED,0
Suicide Attack,4,2,2,0,0,0,0,0,Iraq,27-03-2012,Car bomb kills police officer at checkpoint,0,IED,Police Station,Unknown,Unknown,Yes,Not Reported,Car Bomb,0
Remote Detonation,0,0,0,0,0,117,106,11,Thailand,31-03-2012,"Two car bombs, each containing 15kg explosives, explode within 20 minutes near shopping and dining area killing 11 civilians including six women",0,IED,Commercial Premises,Unknown,Non-State Actors,Yes,Civilians,Car Bomb,6
Remote Detonation,0,0,0,0,0,419,416,3,Thailand,31-03-2012,"Car bomb in hotel basement causes fire, injuring 416 people, 140 seriously, mostly from smoke inhalation and injuries sustained jumping from the building in attempts to escape ",0,IED,Hotel,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,1
Remote Detonation,1,1,0,0,0,0,0,0,Thailand,31-03-2012,Police officer receives injuries to eyes and ears from fragmentation whilst eating lunch,0,IED,Entertainment,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,3,3,0,0,0,0,0,0,Thailand,29-02-2012,Three soldiers slightly injured and two shops burnt by remote-controlled IED,0,IED,Village,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Remote Detonation,2,0,2,0,0,0,0,0,Afghanistan,01-04-2012,Senior police officer and guard killed when vehicle hits IED,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,1,0,1,0,0,2,0,2,Afghanistan,01-04-2012,Two local council members and a policeman killed in car,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,2,2,0,Afghanistan,01-04-2012,Two council members wounded when car hits bomb,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,2,2,0,0,0,0,0,0,Thailand,30-03-2012,Two paramilitary rangers wounded on foot patrol by 5-10kg explosive device,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,0,0,0,0,0,8,0,8,Syria,02-04-2012,Bombardment of villages kills two,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,0,0,0,0,0,15,9,6,Pakistan,04-04-2012,Six people killed in passenger vehicle travelling to town to shop,0,IED,Public Transport,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,11,3,8,0,2,29,23,6,Afghanistan,04-04-2012,IED attack in crowded vegetable market kills 13 including women and children and three US off-duty troops in a park,0,IED,Market,Taliban,Non-State Actors,Yes,International Actor (armed),Non-specific IED,2
Suicide Attack,1,0,1,0,0,27,12,15,Somalia,04-04-2012,15 killed including senior officials in IED attack at national theatre re-opening ceremony with a crowd of more than 300,0,IED,Public Gathering,Al Shabaab,Non-State Actors,Yes,State (unarmed),Non-specific IED,0
Suicide Attack,3,0,3,0,0,16,14,2,Pakistan,05-04-2012,Four killed in targeted IED attack against police official,0,IED,Road,Pakistani Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,2,2,78,37,41,Nigeria,08-04-2012,"41 killed, mostly commercial taxi drivers, in car explosion outside a church",0,IED,Road,Unknown,Unknown,Yes,Civilians,Non-specific IED,1
Victim-activated,0,0,0,0,0,4,1,3,Afghanistan,07-04-2012,Three construction workers killed when car hits bomb on main highway,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,1,1,0,0,0,46,34,12,Somalia,09-04-2012,"12 people, mostly women and children, killed by remote-controlled IED in market targeting peacekeeping force",0,IED,Market,Al Shabaab,Non-State Actors,Yes,International Actor (armed),Non-specific IED,0
Suicide Attack,2,1,1,0,0,2,0,2,Afghanistan,06-04-2012,Peace Council Chairman killed on way home from Friday prayers,0,IED,Urban Residential,Unknown,Unknown,Yes,State (unarmed),Non-specific IED,0
Victim-activated,22,21,1,0,0,0,0,0,Philippines,10-04-2012,IEDs made of mortars to replicate landmines kill one soldier on foot patrol,0,IED,Armed Base,Abu Sayyaf,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,5,0,5,0,0,30,22,8,Afghanistan,10-04-2012,Civilians killed as they queue to see government officials,0,IED,Public Building,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,12,6,6,0,0,0,0,0,Afghanistan,10-04-2012,Three police killed by man on motorbike during attack on police station,0,IED,Police Station,Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,0
Victim-activated,1,1,0,0,0,0,0,0,Afghanistan,09-03-2012,Partial detonation of IED injures soldier who stepped on device,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,2,1,1,Afghanistan,11-04-2012,Government official killed when motorcycle hits roadside bomb,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,1,1,0,0,1,10,10,0,Afghanistan,13-04-2012,Remotely-detonated IED in a bazaar injures 11 including a child and a policeman,0,IED,Market,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,4,1,3,0,0,7,4,3,Afghanistan,13-04-2012,Five people killed and a woman and children injured in port attack targeting police chief,0,IED,Transport Related Infrastructure,Unknown,Unknown,Yes,State (armed),Non-specific IED,1
Timed Detonation,0,0,0,0,3,3,0,3,Yemen,15-04-2012,"Three children, including two siblings, killed walking to school",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,12,8,4,0,0,0,0,0,Yemen,15-04-2012,Three members of armed resident group killed ,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Victim-activated,4,4,0,0,0,0,0,0,Afghanistan,10-04-2012,US soldier loses four limbs stepping on a roadside bomb,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,0,0,0,Yemen,18-04-2012,Man dies detonating IED at military checkpoint,0,IED,Armed Base,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Victim-activated,2,0,2,2,2,0,0,0,Afghanistan,22-04-2012,Two soldiers killed when vehicle hits bomb,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,8,64,62,2,Pakistan,24-04-2012,5-10kg 'touch' bomb in crowded train station kills and injures many including women and children,0,IED,Transport Related Infrastructure,Lashkar-e-Baluchistan,Non-State Actors,Yes,Not Reported,Non-specific IED,14
Suicide Attack,12,7,5,0,0,0,0,0,Afghanistan,19-04-2012,Four police personnel killed at checkpoint,0,IED,Armed Base,Taliban,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,3,0,3,0,0,0,0,0,Afghanistan,26-04-2012,Three US soldiers killed in eastern Afghanistan,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,8,0,8,1,1,29,26,3,Syria,27-04-2012,11 people die after leaving prayers at Zain al-Abideen mosque in central Damascus,0,IED,Place Of Worship,Syrian Rebels: Al-Nusra Front,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,4,4,0,1,1,4,4,0,Thailand,24-04-2012,Eight people including a three-year-old boy injured by remote -controlled IED near a cemetery,0,IED,Road,Unknown,Unknown,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,2,0,2,1,1,14,11,3,Nigeria,26-04-2012,Attack at newspaper offices in Abuja damages buildings and kills guards and civilians,0,IED,Public Building,Boko Haram,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,1,0,1,0,0,36,26,10,Nigeria,30-04-2012,Explosion at finance ministry building kills eleven and damages roadside market,0,IED,Public Building,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Timed Detonation,0,0,0,0,0,13,13,0,Ukraine,27-04-2012,13 injured by IED in bin near tram stop,0,IED,Transport Related Infrastructure,Unknown,Unknown,Yes,Not Reported,Non-specific IED,1
Timed Detonation,0,0,0,0,9,11,11,0,Ukraine,27-04-2012,Eleven people including nine children injured outside cinema,0,IED,Entertainment,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Timed Detonation,0,0,0,0,0,3,3,0,Ukraine,27-04-2012,IED in park injures two men and a woman,0,IED,Entertainment,Unknown,Unknown,Yes,Not Reported,Non-specific IED,1
Suicide Attack,4,2,2,0,0,0,0,0,Afghanistan,28-04-2012,US soldier killed by cart loaded with explosives,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,2,1,1,0,0,0,0,0,Pakistan,30-04-2012,IED attached to bridge kills policeman on patrol,0,IED,Road,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,0,0,0,0,0,9,6,3,Iraq,19-04-2012,Car bomb at militia checkpoint kills five,0,IED,Police Station,Islamic State Of Iraq (ISI),Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,2,0,2,0,0,4,4,0,Iraq,19-04-2012,IED attack in policeman's home kills lieutenant and wounds four family members,0,IED,Urban Residential,Islamic State Of Iraq (ISI),Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,5,2,3,0,0,0,0,0,Iraq,19-04-2012,Two policemen killed and two others wounded by car bomb at police checkpoint,0,IED,Police Station,Islamic State Of Iraq (ISI),Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,8,6,2,0,0,0,0,0,Iraq,19-04-2012,One soldier killed and and six wounded by bombing explosion at an army base,0,IED,Armed Base,Islamic State Of Iraq (ISI),Non-State Actors,Unclear,Not Reported,Car Bomb,0
Remote Detonation,6,6,0,1,1,12,10,2,Pakistan,01-05-2012,Bomb targeting paramilitary troops kills two civilians near irrigation works,0,IED,Road,Pakistani Taliban,Non-State Actors,Yes,State (armed),Car Bomb,0
Victim-activated,0,0,0,4,4,4,2,2,Afghanistan,29-04-2012,Two children killed when they trigger bomb near village,0,IED,Village,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,8,6,2,0,0,0,0,0,Thailand,01-05-2012,Two rangers killed when roadside bomb targets patrol,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,25,15,10,Iraq,26-04-2012,Ten people killed by man detonating IED in car outside coffee shop,0,IED,Entertainment,Unknown,Unknown,Yes,Not Reported,Car Bomb,0
Suicide Attack,1,0,1,0,0,8,2,6,Somalia,01-05-2012,Two politicians among the victims of bombing in restaurant,0,IED,Entertainment,Al Shabaab,Non-State Actors,Yes,State (unarmed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,0,0,0,Afghanistan,15-04-2012,One insurgent killed in IED attack at armed base near a school,0,IED,Armed Base,Taliban,Non-State Actors,Yes,International Actor (armed),Non-specific IED,0
Remote Detonation,4,0,4,0,0,0,0,0,Afghanistan,15-04-2012,All four policemen in vehicle killed in targeted attack,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Roadside Bomb,0
Victim-activated,1,1,0,0,0,1,0,1,Russia,16-04-2012,Car bomb kills wife of security officer,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Car Bomb,1
Suicide Attack,2,0,2,0,0,0,0,0,Somalia,17-04-2012,Soldier killed by IED attack at government building,0,IED,Public Building,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,4,2,2,0,0,2,2,0,Afghanistan,17-04-2012,Bomb detonated when ANA vehicle passes by the Dilaram bazaar,0,IED,Market,Unknown,Unknown,Yes,State (armed),Roadside Bomb,0
Suicide Attack,10,4,6,0,0,0,0,0,Yemen,17-04-2012,Five soldiers killed when car explodes at checkpoint,0,IED,Armed Base,Unknown,Unknown,Unclear,Not Reported,Car Bomb,0
Suicide Attack,3,0,3,0,0,23,17,6,Afghanistan,02-05-2012,"Seven people killed in IED attack on residential compound, including four people passing in a car",0,IED,Urban Residential,Taliban,Non-State Actors,Yes,International Actor (unarmed),Car Bomb,0
Remote Detonation,0,0,0,0,0,16,14,2,Pakistan,29-04-2012,Remote-controlled IED in bus stand near workshops kills two,0,IED,Transport Related Infrastructure,Unknown,Unknown,Yes,Not Reported,Car Bomb,0
Suicide Attack,6,0,6,0,0,57,42,15,Pakistan,04-05-2012,20 people killed by IED attack at checkpoint in a market,0,IED,Market,Pakistani Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,1
Suicide Attack,9,0,9,0,0,127,122,5,Russia,03-05-2012,Two car bombs outside a police station kill 13 people,0,IED,Police Station,Unknown,Unknown,Yes,Not Reported,Car Bomb,0
Remote Detonation,4,4,0,0,0,0,0,0,Bahrain,05-05-2012,"Flames and shrapnel from IED cover a wide area, wounding four policemen",0,IED,Village,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Victim-activated,5,0,5,0,0,0,0,0,Afghanistan,04-05-2012,Five policemen killed on border with Pakistan,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,2,0,2,0,0,427,372,55,Syria,10-05-2012,Two consecutive 1000kg car bombs kill 55 people in city centre,0,IED,Town Centre,Unknown,Unknown,Yes,State (armed),Car Bomb,0
Victim-activated,1,1,0,0,0,0,0,0,Afghanistan,10-02-2012,EOD sergeant loses both legs after stepping on IED,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,3,3,0,0,0,1,1,0,Afghanistan,23-03-2012,IED causes shrapnel wounds to three US troops and interpreter,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,4,3,1,0,0,0,0,0,Pakistan,10-05-2012,Policeman killed by remote-controlled IED on main road,0,IED,Road,Lashkar-e-Jhangvi,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Remote Detonation,6,5,1,0,0,14,14,0,Pakistan,12-05-2012,Policeman killed and woman loses legs in IED blast during transport of prisoners,0,IED,Road,Unknown,Unknown,Yes,State (armed),Roadside Bomb,1
Remote Detonation,2,2,0,1,1,6,6,0,Pakistan,13-05-2012,Eight people injured in busy cattle market,0,IED,Market,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Remote Detonation,0,0,0,2,5,8,1,7,Afghanistan,10-05-2012,Bomb kills seven family members including five children,3,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,1
Remote Detonation,0,0,0,0,0,19,10,9,Afghanistan,14-05-2012,Nine killed in a pharmacy located within a market containing 200 shops,0,IED,Market,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,3,3,0,0,0,13,13,0,Pakistan,09-05-2012,Two IEDs at grave of poet-politician injures 16 people and damages tomb,0,IED,Place Of Worship,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,6,4,2,0,0,2,2,0,Iraq,13-05-2012,Car bomb aimed at army patrol kills two soldiers,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Car Bomb,0
Suicide Attack,6,3,3,0,0,7,6,1,Iraq,13-05-2012,Man detonates explosives on belt at a police checkpoint protecting the Baghdad International Fair,0,IED,Public Gathering,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Remote Detonation,16,16,0,0,0,1,1,0,Thailand,14-05-2012,3kg bomb injures 16 rangers,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Non-specific IED,10
Suicide Attack,1,0,1,0,0,19,16,3,China,10-05-2012,IED detonated in protest against forced demolition of home,0,IED,Public Building,Individual,Non-State Actors,Yes,State (unarmed),Non-specific IED,1
Suicide Attack,4,0,4,0,0,0,0,0,Afghanistan,10-05-2012,Four people killed by IEDs during an attack on a government building,0,IED,Public Building,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,10,3,7,0,0,25,25,0,Iraq,15-05-2012,Six security officials killed by tanker filled with explosives,0,IED,Armed Base,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,1,0,1,0,0,42,41,1,Colombia,15-05-2012,Two killed in attempt to kill elderly politician on central road,0,IED,Road,FARC,Non-State Actors,Yes,State (unarmed),Non-specific IED,0
Remote Detonation,12,10,2,0,3,25,24,1,Pakistan,15-05-2012,Women and children among 36 casualties in crowded market,0,IED,Market,Baloch Liberation Tigers,Non-State Actors,Yes,State (armed),Car Bomb,6
Remote Detonation,4,3,1,0,0,0,0,0,Kenya,15-05-2012,Police officer killed whilst escorting UNHCR staff near Dadaab refugee camp,0,IED,Encampment,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,2,2,0,0,0,2,2,0,Pakistan,16-05-2012,Four people injured during transportation of prisoners,0,IED,Road,Baloch Liberation Tigers,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
